"gender","Age","race","riskr","abstonly","Protection_status","Current_most_effective_method","Pregnancy_knowledge","BC_method_knowledge","BC_methods_heard_about","Women_protection_status","Men_protection_status"
"Female","25-29","Non-hispanic Black","Yes","No sex ed/ don't know","Unprotected","no method - likely at risk","4 correct","8-11 correct","14-16 methods","no method - likely at risk",NA
"Male","25-29","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal alone","4 correct","19+ correct","14-16 methods",NA,"use horm/larc"
"Male","18-19","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","4 correct","16-18 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Female","25-29","Non-Hispanic White","Yes","Abstinence Focused","Unprotected","condoms","5 correct","8-11 correct","14-16 methods","missed condom use",NA
"Male","25-29","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","6 correct","8-11 correct","7-10 methods",NA,"no sex ever/ last 12 mo"
"Female","18-19","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","4 correct","12-15 correct","11-13 methods","no method - unkown risk",NA
"Male","25-29","Non-Hispanic White","Yes","No sex ed/ don't know","Unprotected","no method - likely at risk","4 correct","8-11 correct","14-16 methods",NA,"no method - risk likely"
"Male","18-19","Hispanic","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","4 correct","8-11 correct","14-16 methods",NA,"no method - unknown risk"
"Male","20-21","Non-Hispanic White","Yes","No sex ed/ don't know","Well protected","hormonal + condoms","5 correct","16-18 correct","14-16 methods",NA,"use horm/larc"
"Male","18-19","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","5 correct","12-15 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Male","20-21","Other","Yes","Abstinence Focused","Well protected","hormonal + condoms","5 correct","16-18 correct","14-16 methods",NA,"use horm/larc"
"Male","25-29","Non-Hispanic White","No","No sex ed/ don't know","No Sex","no sex ever/ last 12 mo","0-3 correct","0-7 correct","0-6 methods",NA,"no sex ever/ last 12 mo"
"Male","22-24","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal + condoms","4 correct","16-18 correct","14-16 methods",NA,"use horm/larc"
"Female","18-19","Hispanic","Yes","Abstinence Only","Well protected","hormonal alone","4 correct","12-15 correct","11-13 methods","perfect pill use",NA
"Male","25-29","Non-Hispanic White","No","Contraceptive Focused","Unprotected","no method - likely at risk","4 correct","16-18 correct","7-10 methods",NA,"no method - risk likely"
"Male","25-29","Non-Hispanic White","Yes","Abstinence Only","Well protected","hormonal + condoms","4 correct","16-18 correct","11-13 methods",NA,"use horm/larc"
"Male","22-24","Asian","Yes","Abstinence Focused","Well protected","condoms","5 correct","12-15 correct","11-13 methods",NA,"perfect condom use"
"Male","20-21","Hispanic","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","0-7 correct","11-13 methods",NA,"no sex ever/ last 12 mo"
"Male","18-19","Non-Hispanic White","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","8-11 correct","11-13 methods",NA,"no sex ever/ last 12 mo"
"Female","25-29","Non-Hispanic White","Yes","Abstinence Focused","Well protected","hormonal alone","5 correct","19+ correct","14-16 methods","perfect pill use",NA
"Male","18-19","Non-Hispanic White","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","4 correct","8-11 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Male","25-29","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal + condoms","4 correct","16-18 correct","14-16 methods",NA,"use horm/larc"
"Male","22-24","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal + condoms","4 correct","12-15 correct","11-13 methods",NA,"use horm/larc"
"Male","20-21","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","12-15 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Female","20-21","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","other/unknown","5 correct","16-18 correct","14-16 methods","other method",NA
"Female","25-29","Non-Hispanic White","Yes","Abstinence Focused","Well protected","condoms","6 correct","16-18 correct","11-13 methods","perfect condom use",NA
"Male","20-21","Hispanic","Yes","Contraceptive Focused","Well protected","condoms","4 correct","12-15 correct","11-13 methods",NA,"perfect condom use"
"Female","25-29","Hispanic","Yes","Contraceptive Focused","Unprotected","condoms","5 correct","16-18 correct","11-13 methods","missed condom use",NA
"Male","18-19","Other","No","No sex ed/ don't know","No Sex","no sex ever/ last 12 mo","5 correct","0-7 correct","7-10 methods",NA,"no sex ever/ last 12 mo"
"Female","20-21","Non-Hispanic White","Yes","Contraceptive Focused","Unprotected","condoms","5 correct","8-11 correct","14-16 methods","missed condom use",NA
"Male","18-19","Non-hispanic Black","Yes","No sex ed/ don't know","Uncertain status","other/unknown","4 correct","0-7 correct","7-10 methods",NA,"other/unknown"
"Male","18-19","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","0-3 correct","8-11 correct","7-10 methods",NA,"no method - unknown risk"
"Male","25-29","Non-Hispanic White","Yes","No sex ed/ don't know","Well protected","hormonal alone","5 correct","12-15 correct","11-13 methods",NA,"use horm/larc"
"Male","25-29","Hispanic","Yes","Contraceptive Focused","Uncertain status","no method - risk unknown","6 correct","8-11 correct","11-13 methods",NA,"no method - unknown risk"
"Male","18-19","Non-Hispanic White","Yes","Abstinence Focused","Unprotected","no method - likely at risk","5 correct","8-11 correct","7-10 methods",NA,"no method - risk likely"
"Female","22-24","Asian","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","6 correct","12-15 correct","14-16 methods","no sex ever/last 12 mo",NA
"Male","25-29","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","5 correct","8-11 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Female","22-24","Non-Hispanic White","No","No sex ed/ don't know","No Sex","no sex ever/ last 12 mo","0-3 correct","0-7 correct","0-6 methods","no sex ever/last 12 mo",NA
"Female","20-21","Non-hispanic Black","No","No sex ed/ don't know","No Sex","no sex ever/ last 12 mo","5 correct","16-18 correct","11-13 methods","no sex ever/last 12 mo",NA
"Male","25-29","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","0-7 correct","7-10 methods",NA,"no sex ever/ last 12 mo"
"Male","22-24","Hispanic","Yes","Abstinence Only","Well protected","hormonal + condoms","5 correct","8-11 correct","11-13 methods",NA,"use horm/larc"
"Female","20-21","Non-Hispanic White","Yes","Abstinence Focused","Unprotected","no method - likely at risk","5 correct","16-18 correct","11-13 methods","no method - likely at risk",NA
"Male","20-21","Hispanic","Yes","No sex ed/ don't know","Uncertain status","no method - risk unknown","0-3 correct","0-7 correct","0-6 methods",NA,"no method - unknown risk"
"Female","25-29","Hispanic","No","No sex ed/ don't know","No Sex","no sex ever/ last 12 mo","5 correct","0-7 correct","7-10 methods","no sex ever/last 12 mo",NA
"Male","20-21","Non-Hispanic White","Yes","Contraceptive Focused","Unprotected","condoms","0-3 correct","19+ correct","14-16 methods",NA,"inconsistent condom use"
"Female","22-24","Asian","Yes","Abstinence Only","Well protected","condoms","5 correct","16-18 correct","14-16 methods","perfect condom use",NA
"Male","25-29","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","withdrawl/NFP","4 correct","16-18 correct","14-16 methods",NA,"withdrawl"
"Male","18-19","Non-Hispanic White","Yes","Abstinence Only","Uncertain status","no method - risk unknown","4 correct","12-15 correct","11-13 methods",NA,"no method - unknown risk"
"Male","25-29","Non-Hispanic White","Yes","Contraceptive Focused","Uncertain status","no method - risk unknown","5 correct","8-11 correct","11-13 methods",NA,"no method - unknown risk"
"Male","25-29","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","4 correct","8-11 correct","7-10 methods",NA,"no method - unknown risk"
"Female","20-21","Non-Hispanic White","Yes","Abstinence Focused","Well protected","long-acting alone","5 correct","16-18 correct","14-16 methods","long-acting method",NA
"Male","18-19","Hispanic","Yes","Contraceptive Focused","Well protected","condoms","0-3 correct","8-11 correct","7-10 methods",NA,"perfect condom use"
"Female","20-21","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","6 correct","8-11 correct","11-13 methods","no sex ever/last 12 mo",NA
"Male","20-21","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","5 correct","8-11 correct","11-13 methods",NA,"no sex ever/ last 12 mo"
"Male","20-21","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","5 correct","8-11 correct","11-13 methods",NA,"no sex ever/ last 12 mo"
"Female","20-21","Non-hispanic Black","No","Abstinence Focused","Well protected","long-acting alone","5 correct","16-18 correct","14-16 methods","long-acting method",NA
"Male","20-21","Non-hispanic Black","Yes","No sex ed/ don't know","Uncertain status","no method - risk unknown","6 correct","8-11 correct","11-13 methods",NA,"no method - unknown risk"
"Female","22-24","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal + condoms","5 correct","12-15 correct","11-13 methods","perfect pill use",NA
"Male","25-29","Non-hispanic Black","Yes","Abstinence Focused","Well protected","hormonal + condoms","4 correct","8-11 correct","11-13 methods",NA,"use horm/larc"
"Female","18-19","Non-Hispanic White","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","5 correct","12-15 correct","14-16 methods","no sex ever/last 12 mo",NA
"Male","25-29","Non-hispanic Black","Yes","Abstinence Focused","Well protected","hormonal alone","5 correct","12-15 correct","7-10 methods",NA,"use horm/larc"
"Female","20-21","Non-hispanic Black","Yes","Abstinence Only","Well protected","condoms","4 correct","19+ correct","11-13 methods","perfect condom use",NA
"Female","18-19","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","5 correct","12-15 correct","11-13 methods","no sex ever/last 12 mo",NA
"Male","22-24","Non-Hispanic White","Yes","Contraceptive Focused","Well protected","hormonal alone","0-3 correct","12-15 correct","14-16 methods",NA,"use horm/larc"
"Male","25-29","Non-Hispanic White","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","0-7 correct","14-16 methods",NA,"no sex ever/ last 12 mo"
"Male","18-19","Non-hispanic Black","Yes","Contraceptive Focused","Well protected","condoms","4 correct","12-15 correct","7-10 methods",NA,"perfect condom use"
"Female","18-19","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","8-11 correct","14-16 methods","no sex ever/last 12 mo",NA
"Male","18-19","Non-hispanic Black","Yes","Abstinence Focused","Well protected","hormonal + condoms","5 correct","16-18 correct","14-16 methods",NA,"use horm/larc"
"Male","20-21","Hispanic","Yes","Abstinence Focused","Unprotected","condoms","5 correct","12-15 correct","7-10 methods",NA,"inconsistent condom use"
"Male","25-29","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","0-3 correct","16-18 correct","14-16 methods",NA,"no method - unknown risk"
"Female","20-21","Non-Hispanic White","No","Abstinence Focused","Unprotected","no method - likely at risk","6 correct","19+ correct","14-16 methods","no method - likely at risk",NA
"Female","20-21","Non-Hispanic White","Yes","Abstinence Focused","Unprotected","hormonal + condoms","4 correct","12-15 correct","14-16 methods","skipped pills",NA
"Female","20-21","Other","Yes","Abstinence Focused","Well protected","condoms","6 correct","16-18 correct","11-13 methods","perfect condom use",NA
"Male","20-21","Asian","No","Contraceptive Focused","No Sex","no sex ever/ last 12 mo","5 correct","8-11 correct","0-6 methods",NA,"no sex ever/ last 12 mo"
"Male","25-29","Non-Hispanic White","Yes","Contraceptive Focused","Unprotected","no method - likely at risk","5 correct","16-18 correct","11-13 methods",NA,"no method - risk likely"
"Male","18-19","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","0-3 correct","8-11 correct","11-13 methods",NA,"no method - unknown risk"
"Female","25-29","Non-hispanic Black","Yes","No sex ed/ don't know","Uncertain status","no method - risk unknown","6 correct","16-18 correct","14-16 methods","no method - unkown risk",NA
"Female","22-24","Non-Hispanic White","Yes","Abstinence Focused","Well protected","condoms","5 correct","8-11 correct","7-10 methods","perfect condom use",NA
"Male","20-21","Non-Hispanic White","Yes","Abstinence Focused","Uncertain status","no method - risk unknown","5 correct","8-11 correct","11-13 methods",NA,"no method - unknown risk"
"Male","22-24","Non-Hispanic White","No","Abstinence Focused","No Sex","no sex ever/ last 12 mo","0-3 correct","8-11 correct","7-10 methods",NA,"no sex ever/ last 12 mo"
"Female","22-24","Asian","Yes","No sex ed/ don't know","Well protected","hormonal + condoms","5 correct","8-11 correct","7-10 methods","perfect pill use",NA
"Female","18-19","Non-hispanic Black","Yes","Abstinence Only","Uncertain status","no method - risk unknown","4 correct","12-15 correct","7-10 methods","no method - unkown risk",NA
"Female","25-29","Non-hispanic Black","Yes","No sex ed/ don't know","Unprotected","hormonal + condoms","6 correct","16-18 correct","11-13 methods","skipped pills",NA
"Male","25-29","Other","Yes","Contraceptive Focused","Unprotected","no method - likely at risk","0-3 correct","0-7 correct","14-16 methods",NA,"no method - risk likely"
"Female","25-29","Non-Hispanic White","Yes","Abstinence Focused","Well protected","condoms","4 correct","16-18 correct","14-16 methods","perfect condom use",NA
"Female","20-21","Hispanic","Yes","Contraceptive Focused","Unprotected","no method - likely at risk","5 correct","16-18 correct","11-13 methods","no method - likely at risk",NA
"Male","20-21","Non-Hispanic White","No","No sex ed/ don't know","Uncertain status","other/unknown","4 correct","0-7 correct","7-10 methods",NA,"other/unknown"
"Female","25-29","Hispanic","Yes","Contraceptive Focused","Uncertain status","no method - risk unknown","4 correct","8-11 correct","14-16 methods","no method - unkown risk",NA
